iter	Passed	Remaining
400	470	702
401	471	701
402	472	700
403	473	698
404	474	697
405	475	696
406	476	694
407	477	693
408	479	692
409	480	690
410	480	689
411	482	688
412	483	687
413	484	686
414	485	684
415	486	683
416	487	681
417	489	681
418	490	679
419	491	678
420	492	677
421	493	675
422	494	674
423	495	673
424	496	672
425	498	671
426	499	669
427	500	668
428	501	667
429	502	666
430	503	664
431	504	663
432	505	662
433	506	660
434	508	660
435	509	659
436	510	658
437	511	656
438	512	655
439	513	654
440	514	652
441	515	651
442	516	649
443	518	648
444	519	647
445	520	646
446	521	645
447	522	643
448	523	642
449	524	641
450	525	639
451	526	638
452	527	637
453	528	635
454	529	634
455	530	633
456	531	631
457	532	630
458	533	629
459	534	627
460	535	626
461	536	625
462	538	624
463	539	622
464	540	621
465	541	620
466	542	619
467	543	618
468	544	616
469	545	615
470	546	614
471	547	612
472	548	611
473	549	610
474	550	608
475	552	607
476	553	606
477	554	605
478	555	603
479	556	602
480	557	601
481	558	599
482	559	598
483	560	597
484	561	596
485	562	594
486	563	593
487	564	592
488	565	591
489	566	589
490	567	588
491	568	587
492	570	586
493	571	585
494	573	584
495	574	583
496	574	581
497	576	580
498	577	579
499	578	578
500	579	576
501	580	575
502	581	574
503	582	573
504	583	572
505	585	571
506	586	570
507	587	569
508	588	567
509	590	567
510	591	566
511	592	564
512	593	563
513	594	562
514	595	560
515	596	559
516	597	558
517	598	557
518	599	555
519	600	554
520	602	553
521	603	552
522	604	551
523	605	550
524	606	548
525	607	547
526	608	546
527	609	545
528	610	543
529	611	542
530	612	541
531	614	540
532	615	538
533	616	538
534	618	537
535	619	535
536	620	534
537	621	533
538	622	532
539	623	531
540	624	529
541	625	528
542	626	527
543	627	526
544	628	524
545	629	523
546	630	522
547	631	521
548	632	519
549	634	519
550	635	518
551	636	516
552	637	515
553	638	514
554	639	513
555	640	511
556	642	510
557	643	509
558	644	508
559	645	506
560	646	505
561	647	504
562	648	503
563	649	502
564	650	500
565	651	499
566	652	498
567	653	497
568	654	495
569	655	494
570	656	493
571	657	492
572	658	490
573	659	489
574	660	488
575	661	487
576	663	486
577	664	484
578	665	483
579	666	482
580	667	481
581	668	480
582	669	478
583	670	477
584	671	476
585	673	475
586	674	474
587	675	473
588	676	471
589	677	470
590	679	469
591	680	468
592	681	467
593	682	466
594	683	465
595	684	463
596	685	462
597	686	461
598	687	460
599	688	458
600	689	457
601	690	456
602	691	455
603	692	454
604	693	453
605	694	451
606	696	450
607	697	449
608	698	448
609	699	446
610	700	445
611	701	444
612	702	443
613	703	442
614	704	441
615	705	439
616	706	438
617	707	437
618	708	436
619	709	434
620	711	434
621	712	432
622	713	431
623	714	430
624	715	429
625	716	428
626	717	426
627	718	425
628	719	424
629	720	423
630	721	422
631	722	420
632	724	419
633	725	418
634	726	417
635	727	416
636	728	415
637	730	414
638	731	413
639	733	412
640	734	411
641	736	410
642	737	409
643	738	408
644	739	406
645	740	405
646	741	404
647	742	403
648	743	402
649	744	400
650	745	399
651	746	398
652	747	397
653	749	396
654	750	395
655	751	393
656	752	392
657	753	391
658	754	390
659	755	389
660	756	387
661	757	386
662	758	385
663	759	384
664	760	383
665	761	381
666	762	380
667	763	379
668	764	378
669	765	377
670	766	375
671	768	374
672	769	373
673	770	372
674	771	371
675	772	370
676	773	368
677	774	367
678	775	366
679	777	365
680	778	364
681	779	363
682	780	362
683	781	361
684	782	359
685	783	358
686	784	357
687	786	356
688	787	355
689	788	354
690	789	353
691	790	351
692	791	350
693	792	349
694	793	348
695	794	347
696	796	346
697	797	344
698	798	343
699	799	342
700	800	341
701	801	340
702	802	339
703	803	338
704	805	336
705	806	335
706	807	334
707	808	333
708	809	332
709	810	330
710	811	329
711	812	328
712	813	327
713	814	326
714	815	324
715	816	323
716	817	322
717	818	321
718	819	320
719	820	319
720	821	317
721	822	316
722	823	315
723	824	314
724	825	313
725	826	312
726	828	311
727	829	310
728	830	308
729	831	307
730	833	306
731	834	305
732	835	304
733	836	303
734	837	301
735	838	300
736	840	299
737	841	298
738	842	297
739	843	296
740	844	295
741	845	294
742	846	292
743	847	291
744	848	290
745	849	289
746	850	288
747	851	287
748	852	285
749	854	284
750	855	283
751	856	282
752	857	281
753	858	280
754	859	278
755	861	277
756	862	276
757	863	275
758	864	274
759	865	273
760	867	272
761	868	271
762	869	270
763	870	268
764	871	267
765	872	266
766	873	265
767	874	264
768	876	263
769	877	262
770	878	260
771	879	259
772	880	258
773	881	257
774	882	256
775	883	255
776	884	253
777	885	252
778	886	251
779	887	250
780	889	249
781	889	248
782	891	246
783	892	245
784	893	244
785	894	243
786	895	242
787	896	241
788	897	239
789	898	238
790	899	237
791	900	236
792	901	235
793	902	234
794	903	233
795	904	231
796	905	230
797	906	229
798	907	228
799	908	227
800	909	226
801	910	224
802	911	223
803	913	222
804	914	221
805	915	220
806	916	219
807	917	218
808	918	216
809	919	215
810	920	214
811	921	213
812	922	212
813	923	211
814	925	209
815	926	208
816	927	207
817	928	206
818	929	205
819	930	204
820	931	203
821	932	201
822	933	200
823	934	199
824	935	198
825	936	197
826	937	196
827	938	194
828	939	193
829	940	192
830	941	191
831	943	190
832	944	189
833	945	188
834	946	187
835	947	185
836	948	184
837	949	183
838	950	182
839	951	181
840	953	180
841	954	179
842	955	177
843	956	176
844	957	175
845	958	174
846	959	173
847	960	172
848	961	171
849	962	169
850	963	168
851	964	167
852	965	166
853	967	165
854	967	164
855	968	163
856	970	161
857	971	160
858	971	159
859	972	158
860	974	157
861	975	156
862	976	154
863	977	153
864	978	152
865	979	151
866	980	150
867	982	149
868	983	148
869	984	147
870	985	145
871	986	144
872	987	143
873	988	142
874	990	141
875	992	140
876	993	139
877	994	138
878	995	137
879	996	135
880	997	134
881	999	133
882	1000	132
883	1002	131
884	1004	130
885	1005	129
886	1006	128
887	1007	127
888	1008	125
889	1009	124
890	1010	123
891	1012	122
892	1013	121
893	1014	120
894	1015	119
895	1016	117
896	1017	116
897	1018	115
898	1019	114
899	1020	113
900	1021	112
901	1022	111
902	1023	109
903	1025	108
904	1026	107
905	1027	106
906	1028	105
907	1029	104
908	1030	103
909	1031	102
910	1032	100
911	1033	99
912	1035	98
913	1036	97
914	1037	96
915	1038	95
916	1039	94
917	1040	92
918	1041	91
919	1042	90
920	1043	89
921	1044	88
922	1046	87
923	1047	86
924	1048	85
925	1049	83
926	1050	82
927	1051	81
928	1052	80
929	1054	79
930	1054	78
931	1055	77
932	1057	75
933	1058	74
934	1059	73
935	1060	72
936	1061	71
937	1062	70
938	1063	69
939	1064	67
940	1065	66
941	1066	65
942	1067	64
943	1068	63
944	1069	62
945	1070	61
946	1071	59
947	1072	58
948	1074	57
949	1075	56
950	1076	55
951	1077	54
952	1078	53
953	1079	52
954	1080	50
955	1081	49
956	1082	48
957	1083	47
958	1084	46
959	1085	45
960	1086	44
961	1087	42
962	1088	41
963	1089	40
964	1090	39
965	1092	38
966	1093	37
967	1094	36
968	1095	35
969	1096	33
970	1097	32
971	1098	31
972	1099	30
973	1100	29
974	1101	28
975	1102	27
976	1103	25
977	1104	24
978	1105	23
979	1106	22
980	1107	21
981	1108	20
982	1109	19
983	1110	18
984	1111	16
985	1112	15
986	1113	14
987	1115	13
988	1116	12
989	1116	11
990	1118	10
991	1119	9
992	1120	7
993	1121	6
994	1122	5
995	1123	4
996	1124	3
997	1125	2
998	1127	1
999	1128	0
