iter	Logloss
0	0.6850680925
1	0.6744489852
2	0.6663548795
3	0.6586774299
4	0.6494646027
5	0.6424079217
6	0.6356764005
7	0.6288474303
8	0.6237716407
9	0.6172864589
10	0.6109434326
11	0.605482872
12	0.5999836158
13	0.5942511861
14	0.5903188957
15	0.5850948393
16	0.5794664879
17	0.5752665716
18	0.5696122294
19	0.5645983622
20	0.5596363921
21	0.5553516348
22	0.5478523138
23	0.5428222708
24	0.536483887
25	0.532026063
26	0.5274901384
27	0.5229866226
28	0.5184191176
29	0.5138909647
30	0.5097189837
31	0.5052923343
32	0.501313421
33	0.4958656823
34	0.4903985699
35	0.4860117299
36	0.4813361517
37	0.4772270001
38	0.4735190486
39	0.4693509951
40	0.4651289131
41	0.461565258
42	0.455049632
43	0.4510192556
44	0.4467789138
45	0.4435432103
46	0.4393308849
47	0.436611203
48	0.4328097967
49	0.429421198
50	0.4261187408
51	0.4225292313
52	0.4200115503
53	0.4168895909
54	0.4148657549
55	0.4097798104
56	0.4061261667
57	0.4032189321
58	0.3993579179
59	0.396391692
60	0.3932246933
61	0.3908948723
62	0.3879878676
63	0.3842297316
64	0.3818861649
65	0.3801917778
66	0.3766280981
67	0.3731025134
68	0.3690814454
69	0.3664711705
70	0.3617144377
71	0.3585403948
72	0.355818903
73	0.3533132647
74	0.3505534013
75	0.3473507124
76	0.3428318077
77	0.3402291616
78	0.3370144715
79	0.3340575801
80	0.3306064917
81	0.3273451346
82	0.3239812005
83	0.3206325373
84	0.3175894353
85	0.3150700127
86	0.3131316526
87	0.3106977656
88	0.3081494691
89	0.3056428765
90	0.302989609
91	0.3007130502
92	0.2981424289
93	0.2965180229
94	0.2941632196
95	0.2921154548
96	0.2901605981
97	0.2885323826
98	0.285530207
99	0.2826881354
100	0.2805148329
101	0.2784346083
102	0.2767003472
103	0.2737356803
104	0.2713679565
105	0.2689424188
106	0.267150455
107	0.2642036924
108	0.2614677265
109	0.2589629496
110	0.2572523287
111	0.2548578918
112	0.2532106256
113	0.2510067888
114	0.2491053475
115	0.2477833328
116	0.2451714708
117	0.2428799479
118	0.2410808326
119	0.2388967066
120	0.2370312616
121	0.2350649012
122	0.233421572
123	0.2317609781
124	0.2304735857
125	0.22849479
126	0.2271127016
127	0.2252089335
128	0.2233888122
129	0.2218913157
130	0.2203456784
131	0.218677918
132	0.2168720053
133	0.2147668037
134	0.2127270376
135	0.2113523935
136	0.2094595608
137	0.2081671928
138	0.2072193413
139	0.2057298054
140	0.2037031977
141	0.202282871
142	0.2017640564
143	0.2001074064
144	0.1990375521
145	0.1972540423
146	0.1955325841
147	0.1941387434
148	0.1928203903
149	0.1912343039
150	0.1899748242
151	0.1883873983
152	0.1871971461
153	0.1859246032
154	0.1847958289
155	0.1838514662
156	0.1828348896
157	0.181463079
158	0.1796231198
159	0.1786420552
160	0.1772235191
161	0.1756311451
162	0.1748994686
163	0.1740591903
164	0.1728008997
165	0.171995699
166	0.1708294831
167	0.1692555852
168	0.1680365592
169	0.1667687978
170	0.165951294
171	0.1646164615
172	0.1635191732
173	0.1622583363
174	0.1612021491
175	0.1597075194
176	0.1586359321
177	0.157252528
178	0.1558880281
179	0.1545193718
180	0.153635588
181	0.1529385362
182	0.151317872
183	0.1503752952
184	0.1492285198
185	0.1480758208
186	0.1469516413
187	0.1464724639
188	0.1454618295
189	0.1445667975
190	0.1434846773
191	0.1421974799
192	0.1413881784
193	0.1399697973
194	0.1385433327
195	0.1374599065
196	0.1364016836
197	0.1353984101
198	0.1345235538
199	0.133688025
200	0.1327082073
201	0.1315847018
202	0.1306307479
203	0.1298116834
204	0.1289185557
205	0.127810951
206	0.1270767443
207	0.1255277309
208	0.124534795
209	0.1235851871
210	0.122908694
211	0.1220058958
212	0.1212121659
213	0.1204280964
214	0.1197639639
215	0.118956652
216	0.1180588825
217	0.1172351721
218	0.1161592706
219	0.1151278469
220	0.1143552403
221	0.113672461
222	0.1129242348
223	0.1121636472
224	0.1113182305
225	0.110136333
226	0.1089619061
227	0.1083156473
228	0.1076457081
229	0.1072105391
230	0.1063099442
231	0.1054597152
232	0.1045541563
233	0.1036183402
234	0.1027785412
235	0.1019911854
236	0.1010870666
237	0.1002998574
238	0.09957898597
239	0.09892786346
240	0.09816601249
241	0.09703606503
242	0.09617254224
243	0.09554295337
244	0.09480164521
245	0.09427673108
246	0.09350148878
247	0.09275272286
248	0.09199205712
249	0.09126712104
250	0.09082784339
251	0.09031767794
252	0.08982176534
253	0.08907898073
254	0.08854906675
255	0.08795112708
256	0.08744399855
257	0.08672998712
258	0.0861498178
259	0.08550384687
260	0.08441194538
261	0.08379595735
262	0.08338395471
263	0.08272119772
264	0.08212565105
265	0.08156114863
266	0.08092766852
267	0.08002807092
268	0.07970334982
269	0.07931764047
270	0.07901376717
271	0.07829048458
272	0.07779979975
273	0.07732631892
274	0.07700577812
275	0.07673188732
276	0.07618682138
277	0.07584777197
278	0.07536098485
279	0.07485517486
280	0.07442449103
281	0.07393547311
282	0.07356181525
283	0.07298293498
284	0.07257388361
285	0.07216771485
286	0.07172057517
287	0.07127571741
288	0.07052177824
289	0.07011639005
290	0.06952527517
291	0.06911708718
292	0.06860704105
293	0.06823299475
294	0.06794381437
295	0.06740958955
296	0.06716268789
297	0.06670664778
298	0.066357777
299	0.06603085048
300	0.06568160821
301	0.06521054109
302	0.06481076287
303	0.06443490701
304	0.0640835798
305	0.06350622596
306	0.0629764207
307	0.06252628446
308	0.062227233
309	0.06186556447
310	0.06153522422
311	0.06117658111
312	0.0607913765
313	0.06045986312
314	0.05987312684
315	0.05956997723
316	0.05929134903
317	0.05892688582
318	0.05844428772
319	0.05814656776
320	0.05775132531
321	0.05746734372
322	0.05716218908
323	0.0568728724
324	0.056487164
325	0.05605170318
326	0.0556354884
327	0.05526316407
328	0.05480151721
329	0.05431710295
330	0.05384844772
331	0.05342329888
332	0.05315051241
333	0.05282535692
334	0.05252599484
335	0.052077528
336	0.05178971246
337	0.0515085034
338	0.05124379713
339	0.05106499368
340	0.05081399336
341	0.05021825163
342	0.04992216947
343	0.04952495439
344	0.04917856224
345	0.04885623385
346	0.04856518773
347	0.04831442256
348	0.0480097892
349	0.04778935408
350	0.04737021639
351	0.04706526637
352	0.04676681112
353	0.04645641287
354	0.04606470138
355	0.04584742051
356	0.04551388587
357	0.04527323138
358	0.04507015686
359	0.04466752141
360	0.04449746593
361	0.04421474187
362	0.04393371834
363	0.04367076048
364	0.04338675933
365	0.04297526193
366	0.0427031112
367	0.04247773249
368	0.04219064147
369	0.04201693626
